id,end_date,instrument,outside_time,outside_plan,heard_of_SLE,heard_of_SLE_SM,heard_of_SLE_museum_ad,heard_of_SLE_website,heard_of_SLE_story,heard_of_SLE_tv,heard_of_SLE_BB,heard_of_SLE_online_ad,heard_of_SLE_other,weather_factor,aware_of_evening,attend_evening,SLE_primary_reason,group_interest,museum_app,museum_app_download_app,museum_app_not_download_app,museum_app_other,current_member,ticket_purchase_time,two_day_ticket,member_for_SLE,recommend,return,age_group1,age_group2,age_group3,age_group4,adults_age,adults_num,children_num,children_age_group1,children_age_group2,children_age_group3,children_age_group4,children_age_group5,no_children,0,preschool,live_IN_county,live_outside_IN
630,2018-07-25 15:16:58,Late July,60 to 90 minutes,Yes,,,Advertising at the museum,,,TV commercial,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,,,6-8 years old,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
631,2018-07-25 15:02:02,Late July,60 to 90 minutes,Yes,,,,,,TV commercial,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,I will/have become a museum member as a result of the Sports Legends Experience.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,4,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
632,2018-07-25 14:52:33,Late July,Less than 30 minutes,No,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,,,,13-18 years old,,3,1,"Marion County, Indiana",0
633,2018-07-25 14:45:29,Late July,30 to 60 minutes,Yes,Family/Friends,,,Our website,,,,Online advertisement,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Ohio
634,2018-07-24 16:25:40,Late July,More than 90 minutes,No,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,More than 5 days ago,Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Kentucky
635,2018-07-24 16:18:52,Late July,Less than 30 minutes,Yes,,,,,,TV commercial,,,,,,,No,N/A,N/A,N/A,N/A,,I am a former member,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,0-2 years old,,6-8 years old,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
636,2018-07-24 16:15:12,Late July,More than 90 minutes,No,,,,Our website,"A story in the media (TV, Digital Article, Radio)",,Billboards around town,Online advertisement,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,"Marion County, Indiana",0
637,2018-07-24 16:10:33,Late July,60 to 90 minutes,No,,,,,"A story in the media (TV, Digital Article, Radio)",,,,,,,,No,N/A,N/A,N/A,N/A,,I am a former member,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),Hamilton 
638,2018-07-24 16:01:04,Late July,30 to 60 minutes,No,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,,,9-12 years old,,,3,1,Another state or country (please specify),Moline illinois
639,2018-07-24 15:55:21,Late July,60 to 90 minutes,No,,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,,,9-12 years old,,,3,1,Another state or country (please specify),Minnesota
640,2018-07-24 15:53:49,Late July,60 to 90 minutes,No,Family/Friends,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,3 to 5 days ago,Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,6,,3-5 years old,6-8 years old,9-12 years old,13-18 years old,,3,1,Another state or country (please specify),Ohio
641,2018-07-24 15:47:17,Late July,30 to 60 minutes,Yes,,,,,,,,,When we showed up.,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,There are no children in my group.,0,0,Another state or country (please specify),Nevada
642,2018-07-24 15:43:31,Late July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,,,,9-12 years old,,,2,0,Another state or country (please specify),Az
643,2018-07-24 15:42:28,Late July,30 to 60 minutes,No,,,,,,,,,Saw it when we arrived,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,,,,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Ohio
644,2018-07-24 15:39:00,Late July,Less than 30 minutes,Yes,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
645,2018-07-24 15:38:00,Late July,More than 90 minutes,No,,,,,,TV commercial,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (online),Not at all likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,A county adjacent to Marion County,0
646,2018-07-24 15:31:55,Late July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),California
647,2018-07-24 15:30:11,Late July,60 to 90 minutes,No,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
648,2018-07-24 15:26:36,Late July,Less than 30 minutes,No,,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,There are no children in my group.,0,0,"Indiana, but not in the Indy metro area",0
649,2018-07-24 15:25:27,Late July,More than 90 minutes,No,,,,,,,,,Mueseum,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
650,2018-07-24 15:14:06,Late July,60 to 90 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (online),Highly likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,,,6-8 years old,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Tennessee
651,2018-07-24 15:14:58,Late July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I will/have become a museum member as a result of the Sports Legends Experience.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
652,2018-07-20 16:41:21,Late July,30 to 60 minutes,Yes,,,Advertising at the museum,,,TV commercial,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,,,13-18 years old,,2,0,"Indiana, but not in the Indy metro area",0
653,2018-07-20 16:38:12,Late July,Less than 30 minutes,Not sure,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,9-12 years old,,,3,1,A county adjacent to Marion County,0
654,2018-07-20 16:30:35,Late July,Less than 30 minutes,Yes,,,Advertising at the museum,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Yesterday,Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,,,,,,There are no children in my group.,0,0,"Indiana, but not in the Indy metro area",0
655,2018-07-20 16:24:25,Late July,60 to 90 minutes,No,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Cincinnati 
656,2018-07-20 16:22:35,Late July,Less than 30 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Yesterday,Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,There are no children in my group.,0,0,"Marion County, Indiana",0
657,2018-07-20 16:19:31,Late July,Less than 30 minutes,No,,,,,,,,Online advertisement,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,,,6-8 years old,,,,2,0,Another state or country (please specify),China
658,2018-07-20 16:16:20,Late July,30 to 60 minutes,Yes,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,,3-5 years old,,,,,1,1,Another state or country (please specify),New mexico
659,2018-07-20 16:14:25,Late July,30 to 60 minutes,Yes,,,Advertising at the museum,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,I am a former member,Today (from the onsite ticket line),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,,,9-12 years old,13-18 years old,,2,0,A county adjacent to Marion County,0
660,2018-07-20 16:08:56,Late July,60 to 90 minutes,No,,"Social media (Twitter, Facebook, Instagram)",,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Canada
661,2018-07-20 15:59:13,Late July,Less than 30 minutes,No,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
662,2018-07-20 15:59:41,Late July,Less than 30 minutes,No,,,,,,,,,Just happened upon it,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0-2 years old,,,,,,1,1,Another state or country (please specify),"Dayton, OH"
663,2018-07-20 15:42:11,Late July,Less than 30 minutes,No,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,,,,,,There are no children in my group.,0,0,Another state or country (please specify),Massachusetts
664,2018-07-20 15:41:34,Late July,60 to 90 minutes,No,,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,13-18 years old,,2,0,A county adjacent to Marion County,0
665,2018-07-20 15:38:30,Late July,Less than 30 minutes,Yes,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,More than 5 days ago,Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,,,6-8 years old,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Florida
666,2018-07-20 15:37:22,Late July,Less than 30 minutes,Yes,,,,Our website,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Frankfort
667,2018-07-20 15:33:34,Late July,30 to 60 minutes,Yes,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),Ohio
668,2018-07-20 15:29:45,Late July,More than 90 minutes,No,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,,,2,0,Another state or country (please specify),Ohio
669,2018-07-20 15:26:34,Late July,30 to 60 minutes,No,,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Illinois
670,2018-07-20 15:26:09,Late July,Less than 30 minutes,Yes,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,8,,3-5 years old,,9-12 years old,13-18 years old,,3,1,Another state or country (please specify),Nc
671,2018-07-19 16:07:10,Late July,60 to 90 minutes,No,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (online),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
672,2018-07-19 16:04:19,Late July,30 to 60 minutes,Yes,,,,,,,Billboards around town,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
673,2018-07-19 15:57:51,Late July,30 to 60 minutes,No,,,Advertising at the museum,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Mississippi
674,2018-07-19 15:50:43,Late July,30 to 60 minutes,No,Family/Friends,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Kansas
675,2018-07-19 15:49:07,Late July,30 to 60 minutes,No,Family/Friends,,,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,Yesterday,Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,,,6-8 years old,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
676,2018-07-19 15:39:14,Late July,60 to 90 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
677,2018-07-19 15:35:48,Late July,More than 90 minutes,No,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,I am a former member,More than 5 days ago,Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,,,2,0,A county adjacent to Marion County,0
678,2018-07-19 15:19:08,Late July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,0-2 years old,3-5 years old,,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
679,2018-07-19 15:12:03,Late July,60 to 90 minutes,Yes,,,,Our website,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,3 to 5 days ago,Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,,13-18 years old,,2,0,"Indiana, but not in the Indy metro area",0
680,2018-07-19 15:08:10,Late July,30 to 60 minutes,Not sure,,,,Our website,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,3 to 5 days ago,Not at all likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
681,2018-07-19 15:02:23,Late July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (online),Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,,9-12 years old,,,2,0,Another state or country (please specify),IL
682,2018-07-19 14:56:27,Late July,60 to 90 minutes,Not sure,Family/Friends,,,Our website,"A story in the media (TV, Digital Article, Radio)",,,,,,,,No,N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Somewhat likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
683,2018-07-19 14:52:58,Late July,More than 90 minutes,Yes,,,,,,,,Online advertisement,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,,,,,,There are no children in my group.,0,0,"Marion County, Indiana",0
684,2018-07-19 14:51:55,Late July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,More than 5 days ago,Somewhat likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0-2 years old,,,,,,1,1,"Marion County, Indiana",0
685,2018-07-19 14:48:40,Late July,30 to 60 minutes,Yes,,,Advertising at the museum,,,,,,,,,,No,N/A,N/A,N/A,N/A,,No,More than 5 days ago,Somewhat likely,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,,,,9-12 years old,,,2,0,Another state or country (please specify),Ky
686,2018-07-19 14:47:38,Late July,30 to 60 minutes,No,,,,,,,,,Drive by,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Not at all likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,,,9-12 years old,,,2,0,A county adjacent to Marion County,0
687,2018-07-19 14:43:21,Late July,30 to 60 minutes,,,,Advertising at the museum,,,,,,,,,,"Yes, the main reason",N/A,N/A,N/A,N/A,,No,Today (from the onsite ticket line),Highly likely,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,,13-18 years old,,2,0,A county adjacent to Marion County,0
688,2018-07-28 12:26:04,Late July,Less than 30 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,Ages 5 and younger,,,,,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
689,2018-07-28 12:23:55,Late July,30 to 60 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,Ages 5 and younger,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),,Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
690,2018-07-28 12:22:07,Late July,30 to 60 minutes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,4,Ages 5 and younger,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),,Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
691,2018-07-28 12:05:09,Late July,60 to 90 minutes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,1,,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),,,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692,2018-07-28 12:04:22,Late July,30 to 60 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,3,,Ages 6 to 10 (Elementary school-aged),,,,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693,2018-07-28 12:00:35,Late July,30 to 60 minutes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,4,Ages 5 and younger,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
694,2018-07-28 11:53:40,Late July,60 to 90 minutes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,Ages 6 to 10 (Elementary school-aged),,,Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
695,2018-07-28 11:51:46,Late July,30 to 60 minutes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,4,Ages 5 and younger,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
696,2018-07-28 11:50:41,Late July,30 to 60 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,,,,Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
697,2018-07-28 11:46:26,Late July,30 to 60 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
698,2018-07-28 11:46:39,Late July,60 to 90 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,,,,Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
699,2018-07-28 11:43:41,Late July,30 to 60 minutes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
700,2018-07-28 11:40:48,Late July,More than 90 minutes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
701,2018-07-28 11:37:58,Late July,30 to 60 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),,,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
702,2018-07-28 11:36:12,Late July,60 to 90 minutes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,5,5,Ages 5 and younger,Ages 6 to 10 (Elementary school-aged),Ages 11 to 13 (Middle/Junior high school-aged),Ages 14 to 18 (High school-aged),Adults of all ages,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
